"","Genus_species","Easting","Northing"
"504","Bromus madritensis",608899.592022266,3899767.95120447
"505","Bromus madritensis",608901.73870028,3899786.16874226
"506","Bromus madritensis",608887.922156589,3899799.86781751
"507","Bromus madritensis",608896.941581194,3899806.63200791
"508","Bromus madritensis",608903.632523455,3899810.2622473
"509","Bromus madritensis",608899.543115115,3899711.60083017
"510","Bromus madritensis",608907.454615276,3899719.68277124
"511","Bromus madritensis",608899.280916709,3899718.25315614
"512","Bromus madritensis",608895.117772944,3899716.31725945
"513","Bromus madritensis",608904.916148235,3899726.41858536
"514","Bromus madritensis",608896.561798098,3899724.8758703
"515","Bromus madritensis",608887.631473678,3899778.677682
"516","Bromus madritensis",608880.755835281,3899775.26707952
"517","Bromus madritensis",608893.535654336,3899787.17912147
"518","Bromus madritensis",608886.300048621,3899783.4314017
"519","Bromus madritensis",608883.120518878,3899782.94938537
"520","Bromus madritensis",608879.498035189,3899781.46370935
"521","Bromus madritensis",608880.780228539,3899795.89938122
"522","Bromus madritensis",608899.279410808,3899808.98960579
"523","Bromus madritensis",609029.873624786,3899847.05886853
"524","Bromus madritensis",609028.485948382,3899841.38495552
"525","Bromus madritensis",608982.945185318,3899844.38510766
"526","Bromus madritensis",608985.681728493,3899836.32060469
"527","Bromus madritensis",608993.793777935,3899850.39498977
"528","Bromus madritensis",608994.037330289,3899852.83827424
"529","Bromus madritensis",608993.674685102,3899852.72297461
"530","Bromus madritensis",608992.51050234,3899866.24176037
"531","Bromus madritensis",608994.892458182,3899872.48228629
"532","Bromus madritensis",609000.325440857,3899882.30921627
"533","Bromus madritensis",609006.869074171,3899852.88215557
"534","Bromus madritensis",609005.474694045,3899847.76278985
"535","Bromus madritensis",609010.106113228,3899841.05225314
"536","Bromus madritensis",609010.688217427,3899830.52141673
"537","Bromus madritensis",609011.802918411,3899828.64914381
"538","Bromus madritensis",609016.954905007,3899816.50957407
"539","Bromus madritensis",609015.2808443,3899811.94145668
"540","Bromus madritensis",609017.420594853,3899808.0849054
"541","Bromus madritensis",609423.034842556,3899907.05258041
"542","Bromus madritensis",609437.864109761,3899997.63610923
"543","Bromus madritensis",609456.21676822,3900000.18786552
"544","Bromus madritensis",609374.16935068,3899996.75385501
"545","Bromus madritensis",609453.47865314,3899978.30245544
"546","Bromus madritensis",609458.99208001,3899973.93224952
"547","Bromus madritensis",609447.973056467,3899959.48942255
"548","Bromus madritensis",608878.957075454,3899849.01037968
"549","Bromus madritensis",608879.651627981,3899851.79186924
"550","Bromus madritensis",608882.567502312,3899851.49423439
"551","Bromus madritensis",608878.977234309,3899854.88963613
"552","Bromus madritensis",608884.241301209,3899833.43366613
"553","Bromus madritensis",608888.381668843,3899837.25500688
"554","Bromus madritensis",608900.499201525,3899866.3524246
"555","Bromus madritensis",608897.273009047,3899877.29509359
"556","Bromus madritensis",608916.034286378,3899891.27591847
"557","Bromus madritensis",608922.87231082,3899890.2491062
"558","Bromus madritensis",608916.184188638,3899893.93992092
"559","Bromus madritensis",608903.444392919,3899856.07191837
"560","Bromus madritensis",608914.782840933,3899866.74645057
"561","Bromus madritensis",608922.057142671,3899867.27784361
"562","Bromus madritensis",608874.965288928,3899847.96395311
"563","Bromus madritensis",608870.984193095,3899846.03025892
"564","Bromus madritensis",608868.982284987,3899846.00613623
"565","Bromus madritensis",608867.986556319,3899838.00755409
"566","Bromus madritensis",608869.981665184,3899831.04333365
"567","Bromus madritensis",608871.020041152,3899827.9499522
"568","Bromus madritensis",608869.028820337,3899827.03856023
"569","Bromus madritensis",608871.984913066,3899830.95654781
"570","Bromus madritensis",608872.111123768,3899858.24556429
"571","Bromus madritensis",608874.977545174,3899862.05154813
"572","Bromus madritensis",608877.988753223,3899884.05094281
"573","Bromus madritensis",608885.039615491,3899888.01828241
"574","Bromus madritensis",608870.989184739,3899822.95796549
"575","Bromus madritensis",608877.396669474,3899842.55793826
"576","Bromus madritensis",608874.837978861,3899835.87161797
"577","Bromus madritensis",608874.645180075,3899829.213808
"578","Bromus madritensis",608873.027182351,3899819.98755438
"579","Bromus madritensis",608878.043995781,3899819.04968577
"580","Bromus madritensis",608916.955803409,3899845.03138468
"581","Bromus madritensis",608903.971381227,3899835.00255975
"582","Bromus madritensis",608902.029627375,3899829.98753934
"583","Bromus madritensis",608896.01577396,3899823.03771763
"584","Bromus madritensis",608908.024841701,3899846.03297394
"585","Bromus madritensis",608909.978620727,3899850.04981778
"586","Bromus madritensis",608924.037507302,3899853.99074192
"587","Bromus madritensis",608930.044564401,3899853.95223936
"588","Bromus madritensis",608904.963510903,3899881.04830881
"589","Bromus madritensis",609626.57390806,3899813.4588431
"590","Bromus madritensis",609629.943464012,3899813.27787781
"591","Bromus madritensis",609636.125831817,3899813.79659607
"592","Bromus madritensis",609638.403431906,3899813.60238366
"593","Bromus madritensis",609641.603108526,3899812.42103522
"594","Bromus madritensis",609648.725051481,3899810.51081136
"595","Bromus madritensis",609652.054228755,3899813.65711784
"596","Bromus madritensis",609655.509397594,3899813.92090157
"597","Bromus madritensis",609662.336815342,3899813.78191583
"598","Bromus madritensis",609672.998196465,3899812.69114712
"599","Bromus madritensis",609625.213184371,3899790.5917609
"600","Bromus madritensis",609619.915199327,3899792.1913575
"601","Bromus madritensis",609613.645856219,3899791.33882044
"602","Bromus madritensis",609609.268603156,3899792.06219271
"603","Bromus madritensis",609604.257065934,3899792.55602243
"604","Bromus madritensis",609599.794199309,3899792.83466029
"605","Bromus madritensis",609584.77977074,3899792.65254186
"606","Bromus madritensis",609577.595079725,3899792.23262829
"607","Bromus madritensis",609574.509267765,3899791.5296538
"608","Bromus madritensis",609626.242589925,3899765.75702777
"609","Bromus madritensis",609631.888429843,3899765.49275639
"610","Bromus madritensis",609639.067757879,3899766.35634776
"611","Bromus madritensis",609644.452720763,3899765.09059259
"612","Bromus madritensis",609652.27441003,3899765.51828925
"613","Bromus madritensis",609655.027197351,3899763.6659708
"614","Bromus madritensis",609657.736911728,3899765.36273408
"615","Bromus madritensis",609663.553978099,3899765.98796149
"616","Bromus madritensis",609671.2779383,3899766.96911409
"617","Bromus madritensis",609675.136154115,3899764.02096837
"618","Bromus madritensis",609626.454369872,3899740.80145002
"619","Bromus madritensis",609618.148070881,3899742.80824919
"620","Bromus madritensis",609610.49355524,3899743.60278688
"621","Bromus madritensis",609605.128766353,3899743.20493093
"622","Bromus madritensis",609600.448902127,3899746.36498923
"623","Bromus madritensis",609576.761901859,3899740.86421188
"624","Bromus madritensis",609575.88240104,3899745.84517403
"625","Bromus madritensis",609627.51825684,3899720.62599091
"626","Bromus madritensis",609631.228959184,3899722.33489069
"627","Bromus madritensis",609642.503197938,3899723.24817037
"628","Bromus madritensis",609646.299510178,3899725.40181576
"629","Bromus madritensis",609651.380549311,3899726.68365311
"630","Bromus madritensis",609655.832682816,3899727.2923101
"631","Bromus madritensis",609658.826168371,3899728.10511628
"632","Bromus madritensis",609662.278677722,3899728.59071933
"633","Bromus madritensis",609669.463417989,3899729.01069906
"634","Bromus madritensis",609621.253060056,3899816.94388792
"635","Bromus madritensis",609632.639396838,3899801.10882792
"636","Bromus madritensis",609635.453558139,3899801.69760112
"637","Bromus madritensis",609639.504507269,3899797.8643788
"638","Bromus madritensis",609643.940455127,3899799.80393621
"639","Bromus madritensis",609650.298094728,3899800.87941641
"640","Bromus madritensis",609653.030680855,3899800.69072929
"641","Bromus madritensis",609653.761344695,3899800.47774665
"642","Bromus madritensis",609659.361396923,3899803.98439162
"643","Bromus madritensis",609664.633002468,3899797.06009195
"644","Bromus madritensis",609626.060922903,3899780.72971241
"645","Bromus madritensis",609617.255775548,3899778.84808005
"646","Bromus madritensis",609611.192137918,3899783.54429559
"647","Bromus madritensis",609606.523055227,3899785.81708028
"648","Bromus madritensis",609603.443969984,3899784.55955205
"649","Bromus madritensis",609593.590774413,3899786.54760736
"650","Bromus madritensis",609588.968781083,3899784.93859401
"651","Bromus madritensis",609580.874117821,3899784.5076409
"652","Bromus madritensis",609577.797719059,3899783.02830397
"653","Bromus madritensis",609625.55145701,3899755.21075763
"654","Bromus madritensis",609638.191127471,3899748.59769338
"655","Bromus madritensis",609643.494524841,3899746.5544718
"656","Bromus madritensis",609647.557088114,3899749.26597467
"657","Bromus madritensis",609651.906099742,3899750.87170469
"658","Bromus madritensis",609656.162766886,3899752.58724125
"659","Bromus madritensis",609663.623171264,3899752.7887124
"660","Bromus madritensis",609672.234226234,3899755.6663594
"661","Bromus madritensis",609673.316765623,3899756.45597545
"662","Bromus madritensis",609623.654151279,3899731.56069214
"663","Bromus madritensis",609618.47134984,3899731.16503653
"664","Bromus madritensis",609613.276438512,3899731.76756281
"665","Bromus madritensis",609609.631170435,3899732.16704083
"666","Bromus madritensis",609603.989347083,3899732.0986003
"667","Bromus madritensis",609597.699781214,3899732.90970688
"668","Bromus madritensis",609591.760752732,3899734.83432035
"669","Bromus madritensis",609587.239145653,3899732.45005105
"670","Bromus madritensis",609579.383799434,3899734.79513051
"671","Bromus madritensis",609648.375475411,3899719.32612768
"672","Bromus madritensis",609651.478805056,3899718.58731285
"673","Bromus madritensis",609656.00444155,3899720.63888817
"674","Bromus madritensis",609659.973323903,3899723.5711095
"675","Bromus madritensis",609664.860252725,3899725.84892459
"676","Bromus madritensis",609283.865021064,3900051.45633109
"677","Bromus madritensis",609284.739841277,3900061.89386325
"678","Bromus madritensis",609280.611349989,3900072.1599483
"679","Bromus madritensis",609279.769600575,3900074.03549136
"680","Bromus madritensis",609278.833942524,3900083.67464857
"681","Bromus madritensis",609275.947408439,3900089.07505837
"682","Bromus madritensis",609274.143408172,3900095.26503781
"683","Bromus madritensis",609270.883516604,3900101.43740811
"684","Bromus madritensis",609297.37077648,3900055.94578838
"685","Bromus madritensis",609297.668156653,3900046.40983578
"686","Bromus madritensis",609298.619938137,3900035.43977525
"687","Bromus madritensis",609299.756145514,3900031.79299616
"688","Bromus madritensis",609299.706746941,3900028.35372351
"689","Bromus madritensis",609299.781887089,3900022.14283256
"690","Bromus madritensis",609298.010307527,3900018.12810001
"691","Bromus madritensis",609298.805349681,3900012.5914685
"692","Bromus madritensis",609301.386733745,3900009.84957342
"693","Bromus madritensis",609305.000838159,3900057.14735007
"694","Bromus madritensis",609305.25260293,3900051.38229575
"695","Bromus madritensis",609305.391904048,3900047.3906809
"696","Bromus madritensis",609303.743530649,3900040.71523734
"697","Bromus madritensis",609305.188951784,3900034.0772248
"698","Bromus madritensis",609305.922524369,3900026.0994999
"699","Bromus madritensis",609307.508338951,3900022.90186141
"700","Bromus madritensis",609308.524289944,3900014.15107822
"701","Bromus madritensis",609308.831074357,3900003.83876491
"702","Bromus madritensis",609316.914316376,3900057.84612224
"703","Bromus madritensis",609315.103572591,3900064.59063792
"704","Bromus madritensis",609313.397244704,3900070.22716722
"705","Bromus madritensis",609312.372719743,3900094.72919912
"706","Bromus madritensis",609325.998932936,3900059.1762273
"707","Bromus madritensis",609327.341295139,3900053.53529565
"708","Bromus madritensis",609327.079321953,3900045.1018242
"709","Bromus madritensis",609326.431627444,3900045.98138645
"710","Bromus madritensis",609325.928881578,3900034.88280122
"711","Bromus madritensis",609325.841913886,3900034.54897378
"712","Bromus madritensis",609327.326003197,3900032.23750766
"713","Bromus madritensis",609327.092212989,3900021.47495231
"714","Bromus madritensis",609338.901258915,3900060.88532008
"715","Bromus madritensis",609338.222972919,3900056.77288523
"716","Bromus madritensis",609341.772015396,3900049.27293666
"717","Bromus madritensis",609343.430040465,3900047.62912833
"718","Bromus madritensis",609345.998292162,3900038.45343542
"719","Bromus madritensis",609346.778596619,3900034.13680382
"720","Bromus madritensis",609346.76814463,3900027.481176
"721","Bromus madritensis",609346.662671121,3900021.15717323
"722","Bromus madritensis",609345.706032727,3900017.48506916
"723","Bromus madritensis",609344.275913706,3900007.81728374
"724","Bromus madritensis",609347.13633968,3900057.21353884
"725","Bromus madritensis",609347.921724119,3900059.99617045
"726","Bromus madritensis",609349.686560662,3900064.56545767
"727","Bromus madritensis",609347.46617714,3900075.07646058
"728","Bromus madritensis",609349.755201625,3900088.96979533
"729","Bromus madritensis",609350.808192647,3900092.19936669
"730","Bromus madritensis",609359.882186265,3900056.81319204
"731","Bromus madritensis",609361.108067676,3900053.27843026
"732","Bromus madritensis",609361.425353627,3900049.62174497
"733","Bromus madritensis",609354.922416705,3900038.00682604
"734","Bromus madritensis",609353.976523416,3900033.44745066
"735","Bromus madritensis",609353.226041722,3900027.78119048
"736","Bromus madritensis",609349.755130702,3900021.30552776
"737","Bromus madritensis",609348.022501714,3900014.07443048
"738","Bromus madritensis",609346.64176576,3900007.84591792
"739","Bromus madritensis",609345.790885811,3900002.9549188
"740","Bromus madritensis",609369.615839727,3900057.15287235
"741","Bromus madritensis",609370.481777544,3900053.28097914
"742","Bromus madritensis",609370.043227298,3900044.40166721
"743","Bromus madritensis",609368.76021926,3900037.61970818
"744","Bromus madritensis",609369.112417275,3900031.07939492
