"","Genus_species","Easting","Northing"
"1756","Eriogonum fasciculatum",608877.396669474,3899842.55793826
"1757","Eriogonum fasciculatum",609652.054228755,3899813.65711784
"1758","Eriogonum fasciculatum",609361.108067676,3900053.27843026
"1759","Eriogonum fasciculatum",609617.177906436,3899822.7734762
"1760","Eriogonum fasciculatum",609632.083794912,3899824.39635973
"1761","Eriogonum fasciculatum",609639.722094597,3899824.93274727
"1762","Eriogonum fasciculatum",609646.19090225,3899824.34569746
"1763","Eriogonum fasciculatum",609100.271140886,3900204.86503303
"1764","Eriogonum fasciculatum",608830.580679978,3900344.26140472
"1765","Eriogonum fasciculatum",608845.356052766,3900349.09826676
"1766","Eriogonum fasciculatum",608855.512268286,3900352.10469247
"1767","Eriogonum fasciculatum",608864.541837632,3900357.98159869
"1768","Eriogonum fasciculatum",608867.267547695,3900358.34722205
"1769","Eriogonum fasciculatum",608871.707376565,3900359.95367834
"1770","Eriogonum fasciculatum",609120.270154885,3900244.37401257
"1771","Eriogonum fasciculatum",609546.733259645,3899432.68311286
"1772","Eriogonum inflatum",608867.314752912,3899704.09478113
"1773","Eriogonum inflatum",608833.090832432,3899705.68529035
"1774","Eriogonum inflatum",608834.00080471,3899705.69625119
"1775","Eriogonum inflatum",608847.957968578,3899695.01840528
"1776","Eriogonum inflatum",609119.700252796,3900013.19955874
"1777","Eriogonum inflatum",609124.268568773,3900011.71411284
"1778","Eriogonum inflatum",609121.55987062,3900016.21083
"1779","Eriogonum inflatum",609129.295002692,3900024.62363036
"1780","Eriogonum inflatum",609131.80707546,3900019.66235308
"1781","Eriogonum inflatum",609133.390229316,3900016.26129178
"1782","Eriogonum inflatum",609134.781937083,3900014.05960478
"1783","Eriogonum inflatum",609135.202761061,3900010.61369061
"1784","Eriogonum inflatum",609138.921481552,3900050.16021283
"1785","Eriogonum inflatum",609138.037872672,3900054.24759851
"1786","Eriogonum inflatum",609139.369283705,3900057.03680586
"1787","Eriogonum inflatum",609164.810203823,3900045.78949919
"1788","Eriogonum inflatum",608909.819256212,3899711.84793975
"1789","Eriogonum inflatum",608902.028425628,3899716.40671251
"1790","Eriogonum inflatum",608895.958714994,3899752.26085786
"1791","Eriogonum inflatum",608886.305252493,3899783.41913944
"1792","Eriogonum inflatum",608883.125574237,3899782.9494463
"1793","Eriogonum inflatum",608879.503164801,3899781.45760868
"1794","Eriogonum inflatum",608880.770192087,3899795.89309779
"1795","Eriogonum inflatum",609426.999314735,3899907.00815864
"1796","Eriogonum inflatum",609429.994626987,3899905.9968122
"1797","Eriogonum inflatum",609438.007373108,3899903.99861584
"1798","Eriogonum inflatum",608911.029655714,3899718.39476635
"1799","Eriogonum inflatum",608921.591852172,3899731.40168745
"1800","Eriogonum inflatum",608919.480923091,3899772.29516064
"1801","Eriogonum inflatum",609000.340532436,3899882.31556083
"1802","Eriogonum inflatum",608998.726195363,3899894.59025501
"1803","Eriogonum inflatum",608882.577538699,3899851.50051783
"1804","Eriogonum inflatum",608878.972327497,3899854.87725202
"1805","Eriogonum inflatum",608900.499201525,3899866.3524246
"1806","Eriogonum inflatum",608897.257620331,3899877.31339558
"1807","Eriogonum inflatum",608922.051938794,3899867.29010585
"1808","Eriogonum inflatum",609298.007074549,3900123.29113004
"1809","Eriogonum inflatum",609296.052025213,3900119.81647696
"1810","Eriogonum inflatum",609364.217427712,3900164.79573798
"1811","Eriogonum inflatum",608869.919166354,3899827.83808704
"1812","Eriogonum inflatum",608874.958843817,3899825.0024462
"1813","Eriogonum inflatum",608917.759163093,3899845.91614267
"1814","Eriogonum inflatum",608910.984704039,3899850.05578297
"1815","Eriogonum inflatum",608905.596324901,3899881.8200853
"1816","Eriogonum inflatum",609284.801444979,3900184.69475715
"1817","Eriogonum inflatum",609293.794486413,3900170.598986
"1818","Eriogonum inflatum",609284.247021843,3899868.98319409
"1819","Eriogonum inflatum",609276.837879147,3899873.33057629
"1820","Eriogonum inflatum",609285.289537452,3899910.28454317
"1821","Eriogonum inflatum",609302.384386872,3899836.69541869
"1822","Eriogonum inflatum",609281.886125027,3899823.81434068
"1823","Eriogonum inflatum",609774.68244996,3899413.48625988
"1824","Eriogonum inflatum",609722.312204351,3899424.0536406
"1825","Eriogonum inflatum",609777.660692029,3899438.03689017
"1826","Eriogonum inflatum",609692.583078621,3899443.88106839
"1827","Eriogonum inflatum",609700.184556767,3899439.98004497
"1828","Eriogonum inflatum",609772.110412031,3899445.40144598
"1829","Eriogonum inflatum",609681.093641432,3899453.17023366
"1830","Eriogonum inflatum",609726.856991258,3899491.99498393
"1831","Eriogonum inflatum",609705.062869563,3899487.95890605
"1832","Eriogonum inflatum",609703.871795274,3899488.60999605
"1833","Eriogonum inflatum",609693.876646546,3899487.26847778
"1834","Eriogonum inflatum",609679.000084785,3899498.18040284
"1835","Eriogonum inflatum",609689.61202451,3899501.19326861
"1836","Eriogonum inflatum",609700.318996448,3899503.87452555
"1837","Eriogonum inflatum",608911.019544924,3899718.39464447
"1838","Eriogonum inflatum",608921.602111505,3899731.38948615
"1839","Eriogonum inflatum",608919.470812361,3899772.29503876
"1840","Eriogonum inflatum",608909.075184032,3899721.14432695
"1841","Eriogonum inflatum",608902.03355529,3899716.40061185
"1842","Eriogonum inflatum",608895.958640732,3899752.26701945
"1843","Eriogonum inflatum",608886.300048621,3899783.4314017
"1844","Eriogonum inflatum",608883.120518878,3899782.94938537
"1845","Eriogonum inflatum",608879.498035189,3899781.46370935
"1846","Eriogonum inflatum",608880.780228539,3899795.89938122
"1847","Eriogonum inflatum",609000.325440857,3899882.30921627
"1848","Eriogonum inflatum",608998.720991394,3899894.60251721
"1849","Eriogonum inflatum",609427.039980994,3899906.99016367
"1850","Eriogonum inflatum",609429.963922052,3899906.02725281
"1851","Eriogonum inflatum",609437.997038606,3899904.01697816
"1852","Eriogonum inflatum",608882.567502312,3899851.49423439
"1853","Eriogonum inflatum",608878.977234309,3899854.88963613
"1854","Eriogonum inflatum",608900.499201525,3899866.3524246
"1855","Eriogonum inflatum",608897.273009047,3899877.29509359
"1856","Eriogonum inflatum",608922.057142671,3899867.27784361
"1857","Eriogonum inflatum",608869.028820337,3899827.03856023
"1858","Eriogonum inflatum",608874.645180075,3899829.213808
"1859","Eriogonum inflatum",608916.955803409,3899845.03138468
"1860","Eriogonum inflatum",608909.978620727,3899850.04981778
"1861","Eriogonum inflatum",608904.963510903,3899881.04830881
"1862","Eriogonum inflatum",609629.943464012,3899813.27787781
"1863","Eriogonum inflatum",609655.509397594,3899813.92090157
"1864","Eriogonum inflatum",609662.336815342,3899813.78191583
"1865","Eriogonum inflatum",609632.639396838,3899801.10882792
"1866","Eriogonum inflatum",609659.361396923,3899803.98439162
"1867","Eriogonum inflatum",609279.769600575,3900074.03549136
"1868","Eriogonum inflatum",609278.833942524,3900083.67464857
"1869","Eriogonum inflatum",609275.947408439,3900089.07505837
"1870","Eriogonum inflatum",609312.372719743,3900094.72919912
"1871","Eriogonum inflatum",609307.686172562,3900105.9868457
"1872","Eriogonum inflatum",609347.13633968,3900057.21353884
"1873","Eriogonum inflatum",609349.686560662,3900064.56545767
"1874","Eriogonum inflatum",609349.688663381,3900079.42943718
"1875","Eriogonum inflatum",609368.76021926,3900037.61970818
"1876","Eriogonum inflatum",609374.637020105,3900078.40034286
"1877","Eriogonum inflatum",609609.125382025,3899893.88970332
"1878","Eriogonum inflatum",609599.147672318,3899898.64936582
"1879","Eriogonum inflatum",609592.027155121,3899900.44871827
"1880","Eriogonum inflatum",609592.383064979,3899901.11858611
"1881","Eriogonum inflatum",609633.481963094,3899866.67579536
"1882","Eriogonum inflatum",609647.969139667,3899865.29864866
"1883","Eriogonum inflatum",609653.072981906,3899864.69503963
"1884","Eriogonum inflatum",609659.327463644,3899866.7676022
"1885","Eriogonum inflatum",609609.147215486,3899847.07957112
"1886","Eriogonum inflatum",609570.923930372,3899862.03452835
"1887","Eriogonum inflatum",609583.61270731,3899858.86066716
"1888","Eriogonum inflatum",609575.242432532,3899858.64822398
"1889","Eriogonum inflatum",608827.961152146,3900221.76882922
"1890","Eriogonum inflatum",608851.163724534,3900282.50241107
"1891","Eriogonum inflatum",609136.143531869,3900203.52352775
"1892","Eriogonum inflatum",608838.193755493,3900301.53613591
"1893","Eriogonum inflatum",608843.358874486,3900303.37316507
"1894","Eriogonum inflatum",608845.356052766,3900349.09826676
"1895","Eriogonum inflatum",609138.409206285,3900272.10252715
"1896","Eriogonum inflatum",609479.898615372,3899412.6830983
"1897","Eriogonum inflatum",609519.004565688,3899415.15362445
"1898","Eriogonum inflatum",609546.73680709,3899417.37550483
"1899","Eriogonum inflatum",609488.013391521,3899418.99321611
"1900","Eriogonum inflatum",609545.779745268,3899421.24627763
"1901","Eriogonum inflatum",609550.036588991,3899422.96175911
"1902","Eriogonum inflatum",609572.830581835,3899427.12050403
"1903","Eriogonum inflatum",609573.721755623,3899428.68426066
"1904","Eriogonum inflatum",609524.095730516,3899430.63390502
"1905","Eriogonum inflatum",609575.777102749,3899431.8150847
"1906","Eriogonum inflatum",609524.795501889,3899432.97181164
"1907","Eriogonum inflatum",609474.010705085,3899432.91103509
"1908","Eriogonum inflatum",609548.523682014,3899435.14516866
"1909","Eriogonum inflatum",609474.961990601,3899437.02678414
"1910","Eriogonum inflatum",609576.148718789,3899438.69694242
"1911","Eriogonum inflatum",609493.85238031,3899440.36156325
"1912","Eriogonum inflatum",609525.042549212,3899442.62528102
"1913","Eriogonum inflatum",609495.909095514,3899443.38145987
"1914","Eriogonum inflatum",609547.595770868,3899444.11884524
"1915","Eriogonum inflatum",609475.795401369,3899443.35960484
"1916","Eriogonum inflatum",609522.545220094,3899445.92276197
"1917","Eriogonum inflatum",609547.104467453,3899447.10786438
"1918","Eriogonum inflatum",609497.192114905,3899450.16343127
"1919","Eriogonum inflatum",609536.13068946,3899451.41183441
"1920","Eriogonum inflatum",609511.541882607,3899452.66675311
"1921","Eriogonum inflatum",609522.998465513,3899453.5820806
"1922","Eriogonum inflatum",609561.302715772,3899454.60105445
"1923","Eriogonum inflatum",609548.651035748,3899454.66951469
"1924","Eriogonum inflatum",609522.152580856,3899455.79032811
"1925","Eriogonum inflatum",609581.006662396,3899458.38958257
"1926","Eriogonum inflatum",609578.055205042,3899469.11351858
"1927","Eriogonum inflatum",609501.060533908,3899483.93150654
"1928","Eriogonum inflatum",609528.214303826,3899488.80852807
"1929","Eriogonum inflatum",609581.267062215,3899489.45174921
"1930","Eriogonum inflatum",609578.943653376,3899493.41687445
"1931","Eriogonum inflatum",609578.718615098,3899496.96374653
"1932","Eriogonum inflatum",609571.070621439,3899497.20377868
"1933","Eriogonum inflatum",609514.787224975,3899500.29291071
"1934","Eriogonum inflatum",609298.012204269,3900123.2850296
"1935","Eriogonum inflatum",609296.051950669,3900119.82263856
"1936","Eriogonum inflatum",609364.217427712,3900164.79573798
"1937","Eriogonum inflatum",609283.990636895,3900184.01323612
"1938","Eriophyllum wallacei",608918.079286388,3899714.50493994
"1939","Eriophyllum wallacei",608918.074453817,3899714.48639423
"1940","Erodium cicutarium",609164.810203823,3900045.78949919
"1941","Erodium cicutarium",609308.6527743,3900131.40037055
"1942","Erodium cicutarium",609298.007074549,3900123.29113004
"1943","Erodium cicutarium",608905.596324901,3899881.8200853
"1944","Erodium cicutarium",609284.00959401,3900177.01286421
"1945","Erodium cicutarium",609329.947845175,3900147.3108109
"1946","Erodium cicutarium",609333.998529267,3900150.99570923
"1947","Erodium cicutarium",609282.189871793,3899859.31400205
"1948","Erodium cicutarium",609275.468473026,3899873.68376333
"1949","Erodium cicutarium",609277.567360233,3899879.90245979
"1950","Erodium cicutarium",609275.129882635,3899884.9570395
"1951","Erodium cicutarium",609275.524495956,3899889.95343574
"1952","Erodium cicutarium",609280.068686676,3899852.84853516
"1953","Erodium cicutarium",609280.034218725,3899849.42793195
"1954","Erodium cicutarium",609277.375512529,3899843.51058931
"1955","Erodium cicutarium",609292.816873405,3899846.00830131
"1956","Erodium cicutarium",609294.851565671,3899836.63510482
"1957","Erodium cicutarium",609288.998749632,3899829.35418367
"1958","Erodium cicutarium",609281.886125027,3899823.81434068
"1959","Erodium cicutarium",609289.115210556,3899813.45634807
"1960","Erodium cicutarium",609289.132352744,3899812.03918095
"1961","Erodium cicutarium",608882.567502312,3899851.49423439
"1962","Erodium cicutarium",608904.963510903,3899881.04830881
"1963","Erodium cicutarium",609307.508338951,3900022.90186141
"1964","Erodium cicutarium",609345.706032727,3900017.48506916
"1965","Erodium cicutarium",609298.012204269,3900123.2850296
"1966","Erodium cicutarium",609283.984169216,3900177.02488165
"1967","Erodium cicutarium",609352.966548976,3900161.99734267
"1968","Erodium texanum",608909.961625979,3899768.40896764
"1969","Erodium texanum",608903.632523455,3899810.2622473
"1970","Eucrypta chrysanthemifolia",609308.524289944,3900014.15107822
"1971","Eucrypta chrysanthemifolia",609346.662671121,3900021.15717323
"1972","Eucrypta chrysanthemifolia",609345.706032727,3900017.48506916
"1973","Euphorbia albomarginata",609137.844742245,3900258.56286151
"1974","Ferocactus cylindraceus",608819.972065564,3899705.52728169
"1975","Ferocactus cylindraceus",609138.411834722,3900052.58824211
"1976","Ferocactus cylindraceus",608779.0705482,3899720.00960326
"1977","Ferocactus cylindraceus",608833.090832432,3899705.68529035
"1978","Ferocactus cylindraceus",608834.00080471,3899705.69625119
"1979","Ferocactus cylindraceus",608861.117466726,3899706.48510673
"1980","Ferocactus cylindraceus",609124.268568773,3900011.71411284
"1981","Ferocactus cylindraceus",609131.80707546,3900019.66235308
"1982","Ferocactus cylindraceus",609162.521359647,3900038.55172153
"1983","Ferocactus cylindraceus",609169.432220442,3900054.50365779
"1984","Ferocactus cylindraceus",608890.60482221,3899804.23853985
"1985","Ferocactus cylindraceus",608916.449249817,3899811.97585146
"1986","Ferocactus cylindraceus",608921.898429225,3899722.74708786
"1987","Ferocactus cylindraceus",608927.521533931,3899732.33592061
"1988","Ferocactus cylindraceus",608933.682421382,3899732.96482081
"1989","Ferocactus cylindraceus",608992.52076163,3899866.22955915
"1990","Ferocactus cylindraceus",609437.859054514,3899997.63604799
"1991","Ferocactus cylindraceus",608897.257620331,3899877.31339558
"1992","Ferocactus cylindraceus",608878.687568009,3899878.50696228
"1993","Ferocactus cylindraceus",608889.128482984,3899895.27151023
"1994","Ferocactus cylindraceus",608905.596324901,3899881.8200853
"1995","Ferocactus cylindraceus",609282.400461404,3900142.85314397
"1996","Ferocactus cylindraceus",609345.093615765,3900157.47737092
"1997","Ferocactus cylindraceus",609353.683112809,3900162.11077894
"1998","Ferocactus cylindraceus",609284.248559018,3899891.84608116
"1999","Ferocactus cylindraceus",609303.872693793,3899826.51448921
"2000","Ferocactus cylindraceus",609714.707232379,3899420.74447337
"2001","Ferocactus cylindraceus",609738.296686235,3899434.34192915
"2002","Ferocactus cylindraceus",609756.779153445,3899433.78992835
"2003","Ferocactus cylindraceus",609778.983924728,3899441.49164427
"2004","Ferocactus cylindraceus",609772.110412031,3899445.40144598
"2005","Ferocactus cylindraceus",609725.491437746,3899447.05373832
"2006","Ferocactus cylindraceus",609763.791071195,3899455.94919647
"2007","Ferocactus cylindraceus",609735.883123744,3899460.71279135
"2008","Ferocactus cylindraceus",609732.135379564,3899469.5412869
"2009","Ferocactus cylindraceus",609689.61202451,3899501.19326861
"2010","Ferocactus cylindraceus",609710.434750545,3899502.77716394
"2011","Ferocactus cylindraceus",609722.009192977,3899501.47567571
"2012","Ferocactus cylindraceus",609748.49678395,3899501.24272083
"2013","Ferocactus cylindraceus",608921.888392718,3899722.74080438
"2014","Ferocactus cylindraceus",608927.506219202,3899732.34806096
"2015","Ferocactus cylindraceus",608933.687328195,3899732.97720494
"2016","Ferocactus cylindraceus",608890.599915383,3899804.22615573
"2017","Ferocactus cylindraceus",608992.51050234,3899866.24176037
"2018","Ferocactus cylindraceus",609437.864109761,3899997.63610923
"2019","Ferocactus cylindraceus",608897.273009047,3899877.29509359
"2020","Ferocactus cylindraceus",608877.971267803,3899877.94986876
"2021","Ferocactus cylindraceus",608888.959202028,3899895.05378293
"2022","Ferocactus cylindraceus",608904.963510903,3899881.04830881
"2023","Ferocactus cylindraceus",609672.998196465,3899812.69114712
"2024","Ferocactus cylindraceus",609584.77977074,3899792.65254186
"2025","Ferocactus cylindraceus",609675.136154115,3899764.02096837
"2026","Ferocactus cylindraceus",609618.148070881,3899742.80824919
"2027","Ferocactus cylindraceus",609600.448902127,3899746.36498923
"2028","Ferocactus cylindraceus",609595.500086177,3899749.18901228
"2029","Ferocactus cylindraceus",609627.51825684,3899720.62599091
"2030","Ferocactus cylindraceus",609642.503197938,3899723.24817037
"2031","Ferocactus cylindraceus",609646.299510178,3899725.40181576
"2032","Ferocactus cylindraceus",609651.380549311,3899726.68365311
"2033","Ferocactus cylindraceus",609662.278677722,3899728.59071933
"2034","Ferocactus cylindraceus",609643.940455127,3899799.80393621
"2035","Ferocactus cylindraceus",609650.298094728,3899800.87941641
"2036","Ferocactus cylindraceus",609664.633002468,3899797.06009195
"2037","Ferocactus cylindraceus",609588.968781083,3899784.93859401
"2038","Ferocactus cylindraceus",609580.874117821,3899784.5076409
"2039","Ferocactus cylindraceus",609625.55145701,3899755.21075763
"2040","Ferocactus cylindraceus",609651.906099742,3899750.87170469
"2041","Ferocactus cylindraceus",609663.623171264,3899752.7887124
"2042","Ferocactus cylindraceus",609623.654151279,3899731.56069214
"2043","Ferocactus cylindraceus",609278.833942524,3900083.67464857
"2044","Ferocactus cylindraceus",609275.947408439,3900089.07505837
"2045","Ferocactus cylindraceus",609270.883516604,3900101.43740811
"2046","Ferocactus cylindraceus",609298.010307527,3900018.12810001
"2047","Ferocactus cylindraceus",609301.386733745,3900009.84957342
"2048","Ferocactus cylindraceus",609305.922524369,3900026.0994999
"2049","Ferocactus cylindraceus",609307.508338951,3900022.90186141
"2050","Ferocactus cylindraceus",609307.048507093,3900008.25419772
"2051","Ferocactus cylindraceus",609309.847458029,3900100.35582016
"2052","Ferocactus cylindraceus",609308.305680652,3900107.43636658
"2053","Ferocactus cylindraceus",609327.341295139,3900053.53529565
"2054","Ferocactus cylindraceus",609325.841913886,3900034.54897378
"2055","Ferocactus cylindraceus",609327.092212989,3900021.47495231
"2056","Ferocactus cylindraceus",609343.430040465,3900047.62912833
"2057","Ferocactus cylindraceus",609346.76814463,3900027.481176
"2058","Ferocactus cylindraceus",609354.922416705,3900038.00682604
"2059","Ferocactus cylindraceus",609353.976523416,3900033.44745066
"2060","Ferocactus cylindraceus",609370.043227298,3900044.40166721
"2061","Ferocactus cylindraceus",609377.512160636,3900058.91234418
"2062","Ferocactus cylindraceus",609375.970324345,3900065.99288008
"2063","Ferocactus cylindraceus",609377.808683297,3900072.00508906
"2064","Ferocactus cylindraceus",608998.429140496,3899805.63727772
"2065","Ferocactus cylindraceus",609016.137275311,3899823.93167279
"2066","Ferocactus cylindraceus",609020.736588977,3899827.42583906
"2067","Ferocactus cylindraceus",609053.397477295,3899828.37462352
"2068","Ferocactus cylindraceus",608985.910588982,3899847.52677309
"2069","Ferocactus cylindraceus",609017.348294738,3899874.41708911
"2070","Ferocactus cylindraceus",609060.549772679,3899876.71327095
"2071","Ferocactus cylindraceus",609069.429848596,3899879.92636365
"2072","Ferocactus cylindraceus",608985.663146598,3899890.67354856
"2073","Ferocactus cylindraceus",608986.942433773,3899890.24528112
"2074","Ferocactus cylindraceus",609634.342211338,3899908.28315616
"2075","Ferocactus cylindraceus",609632.303055063,3899866.32871471
"2076","Ferocactus cylindraceus",609642.133293955,3899866.22615275
"2077","Ferocactus cylindraceus",609591.134906584,3899853.96027651
"2078","Ferocactus cylindraceus",609583.61270731,3899858.86066716
"2079","Ferocactus cylindraceus",609627.516489155,3899825.78296723
"2080","Ferocactus cylindraceus",609650.322074702,3899821.4008546
"2081","Ferocactus cylindraceus",609657.130641405,3899822.8145881
"2082","Ferocactus cylindraceus",608851.087316762,3900273.73842774
"2083","Ferocactus cylindraceus",608851.163724534,3900282.50241107
"2084","Ferocactus cylindraceus",608866.38767046,3900302.98511323
"2085","Ferocactus cylindraceus",609072.816722699,3900225.05462623
"2086","Ferocactus cylindraceus",609069.915753012,3900216.58930614
"2087","Ferocactus cylindraceus",609130.318458442,3900218.64987746
"2088","Ferocactus cylindraceus",609138.002116666,3900290.73300426
"2089","Ferocactus cylindraceus",609171.593742573,3900237.11843004
"2090","Ferocactus cylindraceus",609164.519439426,3900220.06142017
"2091","Ferocactus cylindraceus",609479.898615372,3899412.6830983
"2092","Ferocactus cylindraceus",609575.777102749,3899431.8150847
"2093","Ferocactus cylindraceus",609546.733259645,3899432.68311286
"2094","Ferocactus cylindraceus",609475.795401369,3899443.35960484
"2095","Ferocactus cylindraceus",609547.104467453,3899447.10786438
"2096","Ferocactus cylindraceus",609510.967656346,3899454.98921886
"2097","Ferocactus cylindraceus",609534.529913587,3899455.82943028
"2098","Ferocactus cylindraceus",609581.006662396,3899458.38958257
"2099","Ferocactus cylindraceus",609511.146567066,3899462.75613694
"2100","Ferocactus cylindraceus",609531.583888762,3899466.10974526
"2101","Ferocactus cylindraceus",609511.804670509,3899468.53221262
"2102","Ferocactus cylindraceus",609580.436880273,3899475.35420242
"2103","Ferocactus cylindraceus",609498.040465411,3899477.79403445
"2104","Ferocactus cylindraceus",609512.020813444,3899480.73658219
"2105","Ferocactus cylindraceus",609555.503860507,3899482.48385131
"2106","Ferocactus cylindraceus",609583.15027014,3899484.26111066
"2107","Ferocactus cylindraceus",609530.548446049,3899483.9561206
"2108","Ferocactus cylindraceus",609512.973419869,3899484.74142737
"2109","Ferocactus cylindraceus",609554.898696778,3899487.35721513
"2110","Ferocactus cylindraceus",609500.835526201,3899487.47837977
"2111","Ferocactus cylindraceus",609582.065883316,3899491.12531215
"2112","Ferocactus cylindraceus",609578.943653376,3899493.41687445
"2113","Ferocactus cylindraceus",609364.217427712,3900164.79573798
"2114","Ferocactus cylindraceus",609282.042316561,3900141.94908651
"2115","Ferocactus cylindraceus",609341.026649743,3900155.97379605
"2116","Ferocactus cylindraceus",609352.966548976,3900161.99734267
"2117","Gilia cana",609286.289409004,3899850.61284177
"2118","Gilia cana",609286.198554819,3899843.49405764
"2119","Gilia cana",609292.816873405,3899846.00830131
"2120","Gilia cana",609296.131227273,3899841.61139576
"2121","Gilia cana",609294.851565671,3899836.63510482
"2122","Gilia cana",609289.115210556,3899813.45634807
"2123","Gilia cana",609275.129882635,3899884.9570395
"2124","Gilia cana",609280.034218725,3899849.42793195
"2125","Gilia cana",609277.375512529,3899843.51058931
"2126","Gilia cana",609280.068686676,3899852.84853516
"2127","Gilia cana",609282.685007006,3899908.25022697
"2128","Gilia clokeyi",609282.189871793,3899859.31400205
"2129","Gilia stellata",609461.001413118,3899906.98867175
"2130","Gilia stellata",608878.972327497,3899854.87725202
"2131","Gilia stellata",609430.964870969,3899906.03937641
"2132","Gilia stellata",609460.98662048,3899906.95768002
"2133","Gilia stellata",608878.977234309,3899854.88963613
"2134","Grayia spinosa",609284.248559018,3899891.84608116
"2135","Grayia spinosa",609285.289537452,3899910.28454317
"2136","Grayia spinosa",609295.501393315,3899858.15008444
"2137","Heliotropium curassavicum",609627.516489155,3899825.78296723
"2138","Heliotropium curassavicum",609626.433954564,3899824.99335648
"2139","Johnstonella angustifolia",608899.533004318,3899711.60070831
"2140","Johnstonella angustifolia",608895.127809476,3899716.3235429
"2141","Johnstonella angustifolia",609461.001413118,3899906.98867175
"2142","Johnstonella angustifolia",608898.96221561,3899782.0310605
"2143","Johnstonella angustifolia",609018.292085739,3899863.24355501
"2144","Johnstonella angustifolia",608993.798684597,3899850.40737395
"2145","Johnstonella angustifolia",609437.488331023,3899961.45766484
"2146","Johnstonella angustifolia",609444.598817979,3899960.89673496
"2147","Johnstonella angustifolia",608897.257620331,3899877.31339558
"2148","Johnstonella angustifolia",609293.794486413,3900170.598986
"2149","Johnstonella angustifolia",609303.509528204,3900119.81426414
"2150","Johnstonella angustifolia",609282.400461404,3900142.85314397
"2151","Johnstonella angustifolia",609333.998529267,3900150.99570923
"2152","Johnstonella angustifolia",609337.219525984,3900145.95062744
"2153","Johnstonella angustifolia",609341.563210116,3900156.75676546
"2154","Johnstonella angustifolia",609282.189871793,3899859.31400205
"2155","Johnstonella angustifolia",609276.837879147,3899873.33057629
"2156","Johnstonella angustifolia",609289.795491085,3899884.70305466
"2157","Johnstonella angustifolia",609284.248559018,3899891.84608116
"2158","Johnstonella angustifolia",609285.289537452,3899910.28454317
"2159","Johnstonella angustifolia",609294.859590965,3899865.22919366
"2160","Johnstonella angustifolia",609293.599926291,3899862.77976883
"2161","Johnstonella angustifolia",609295.501393315,3899858.15008444
"2162","Johnstonella angustifolia",609302.227478068,3899849.66557945
"2163","Johnstonella angustifolia",609275.468473026,3899873.68376333
"2164","Johnstonella angustifolia",609277.567360233,3899879.90245979
"2165","Johnstonella angustifolia",609275.129882635,3899884.9570395
"2166","Johnstonella angustifolia",609275.524495956,3899889.95343574
"2167","Johnstonella angustifolia",609275.830972396,3899858.34352794
"2168","Johnstonella angustifolia",609280.068686676,3899852.84853516
"2169","Johnstonella angustifolia",609280.034218725,3899849.42793195
"2170","Johnstonella angustifolia",609277.375512529,3899843.51058931
"2171","Johnstonella angustifolia",609287.561928428,3899858.26973178
"2172","Johnstonella angustifolia",609292.816873405,3899846.00830131
"2173","Johnstonella angustifolia",609296.131227273,3899841.61139576
"2174","Johnstonella angustifolia",609294.851565671,3899836.63510482
"2175","Johnstonella angustifolia",609289.115210556,3899813.45634807
"2176","Johnstonella angustifolia",608898.967270971,3899782.03112143
"2177","Johnstonella angustifolia",608899.543115115,3899711.60083017
"2178","Johnstonella angustifolia",608895.117772944,3899716.31725945
"2179","Johnstonella angustifolia",609018.302419413,3899863.22519223
"2180","Johnstonella angustifolia",609029.038586928,3899855.9227797
"2181","Johnstonella angustifolia",609029.873624786,3899847.05886853
"2182","Johnstonella angustifolia",608983.161984378,3899849.04656557
"2183","Johnstonella angustifolia",608993.793777935,3899850.39498977
"2184","Johnstonella angustifolia",609430.964870969,3899906.03937641
"2185","Johnstonella angustifolia",609467.981168573,3899908.04075062
"2186","Johnstonella angustifolia",609447.018270968,3900000.74197763
"2187","Johnstonella angustifolia",609420.365316994,3899992.21068076
"2188","Johnstonella angustifolia",609437.483126484,3899961.4699268
"2189","Johnstonella angustifolia",609444.588782084,3899960.89045088
"2190","Johnstonella angustifolia",609415.868003288,3899957.76944999
"2191","Johnstonella angustifolia",608897.273009047,3899877.29509359
"2192","Johnstonella angustifolia",609292.987316497,3900170.03459573
"2193","Krameria erecta",609166.838542303,3900049.48069407
"2194","Krameria erecta",609308.305680652,3900107.43636658
"2195","Krameria erecta",608828.730369354,3900210.79653828
"2196","Krameria erecta",608848.224794174,3900254.51393896
"2197","Krameria erecta",608851.087316762,3900273.73842774
"2198","Krameria erecta",608851.582482648,3900277.9595383
"2199","Krameria erecta",608851.163724534,3900282.50241107
"2200","Krameria erecta",608840.935269733,3900285.48506444
"2201","Krameria erecta",609100.271140886,3900204.86503303
"2202","Langloisia setosissima",609282.400461404,3900142.85314397
"2203","Langloisia setosissima",609280.673272788,3899871.83634159
"2204","Langloisia setosissima",609277.567360233,3899879.90245979
"2205","Langloisia setosissima",609282.042316561,3900141.94908651
"2206","Larrea tridentata",609168.608906631,3900053.60014698
"2207","Larrea tridentata",609170.967358668,3900055.076833
"2208","Larrea tridentata",608884.107565445,3899776.98366759
"2209","Larrea tridentata",608918.079286388,3899714.50493994
"2210","Larrea tridentata",608925.609229247,3899714.81140091
"2211","Larrea tridentata",608930.263166497,3899714.62100802
"2212","Larrea tridentata",609018.229998193,3899876.76947484
"2213","Larrea tridentata",608998.726195363,3899894.59025501
